ชื่อร้านค้า,CodeCustomer,จำนวนทั้งหมด,ยอดบิลนี้,ค้างจ่ายเก่า,ยอดรวมเงิน,จ่ายเงินสดวันนี้,โอนจ่ายต่อหน้า,จ่ายค้าง,โอนจ่ายที่หลัง,จ่ายค้างโอนต่อหน้า,จ่ายค้างเงินสด,ค้างจ่ายวันนี้,เครดิต,ค้างจ่ายใหม่,Status,Status3,Status2,ImageSaleSite,ชื่อเรื่อง,รหัสการขาย,YMD,Minute,TimeStamp,IDcode,No,LineCar,เหลี่ยมใหญ่,กลมใหญ่,กลมเล็ก,บดหยาบ,บดละเอียด,Latitude,Longitude,ID-CodeName,สอบค้าง,เก็บสอบ,นอนสอบ,ค้างกระสอบรวม
ร้านไก่สดแม่พร,100307.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-10-49-58,2025-08-31,10:49:57,31/08/2025 10:49:57,111.0,,11.0,,,,1.0,,16.54954333,102.10858833,ID-111,0.0,,,0.0
ร้านแหนมคลุกคุณยายเสถียน,100314.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-10-54-05,2025-08-31,10:54:04,31/08/2025 10:54:04,111.0,,11.0,,,,1.0,,16.55055667,102.10832833,ID-111,0.0,,,0.0
ร้านอาหารตามสั่งแม่แสง,100315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-31-111-11-10-58-26,2025-08-31,10:58:26,31/08/2025 10:58:26,111.0,,11.0,,,,,,16.55131,102.10823333,ID-111,0.0,,,0.0
ร้านเจ๊ติ่งขนมไทย,100310.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-11-08-34,2025-08-31,11:08:34,31/08/2025 11:08:34,111.0,,11.0,,,,1.0,,16.54781167,102.10500333,ID-111,-4.0,,,-4.0
ร้านดอกหญ้ามินิมาร์ท,100311.0,6.0,150.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-11-22-08,2025-08-31,11:22:08,31/08/2025 11:22:08,111.0,,11.0,6.0,,,,,16.54761167,102.10682,ID-111,0.0,,,0.0
ร้านถุงเงิน,100312.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-11-25-07,2025-08-31,11:25:07,31/08/2025 11:25:07,111.0,,11.0,2.0,,,,,16.54757,102.10712333,ID-111,0.0,,,0.0
ร้านผลไม้แม่แอ๊ด,100313.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-11-25-35,2025-08-31,11:25:35,31/08/2025 11:25:35,111.0,,11.0,,,,1.0,,16.54758667,102.107405,ID-111,0.0,,,0.0
ร้านกาแฟ Mind Tea,100304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-31-111-11-11-29-43,2025-08-31,11:29:43,31/08/2025 11:29:43,111.0,,11.0,,,,,,16.54856167,102.108865,ID-111,0.0,,,0.0
ร้านก๋วยเตี๋ยวเรือแม่คำหยาด,102051.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-11-34-36,2025-08-31,11:34:35,31/08/2025 11:34:35,111.0,,11.0,1.0,,,,,16.55264667,102.10316333,ID-111,0.0,,,0.0
ครัวยายอุ่น,100320.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-11-42-45,2025-08-31,11:42:45,31/08/2025 11:42:45,111.0,,11.0,1.0,,1.0,,,16.54985,102.09197167,ID-111,-4.0,,,-4.0
ร้านของชำแม่สุภี,100321.0,3.0,90.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-11-47-06,2025-08-31,11:47:06,31/08/2025 11:47:06,111.0,,11.0,2.0,,,1.0,,16.55030667,102.09162833,ID-111,0.0,,,0.0
ร้านไก่ทอดแม่พิน,100319.0,1.0,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,35.0,0,ค้างจ่าย,0,,อาคม,2568-08-31-111-11-11-51-15,2025-08-31,11:51:14,31/08/2025 11:51:14,111.0,,11.0,1.0,,,,,16.550825,102.090925,ID-111,2.0,,,2.0
ร้านแม่อ้อก๋วยเตี๋ยวต้มยำ,100317.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-11-55-31,2025-08-31,11:55:31,31/08/2025 11:55:31,111.0,,11.0,1.0,,,,,16.554015,102.092175,ID-111,0.0,,,0.0
ร้านของชำสบายดี,100263.0,6.0,200.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-12-20-17,2025-08-31,12:20:17,31/08/2025 12:20:17,111.0,,11.0,5.0,,,1.0,,16.57831,102.10927333,ID-111,0.0,,,0.0
ร้านของชำจินดาช็อป,100264.0,6.0,200.0,335.0,535.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,รับเงินสด,ค้างจ่าย,0,,อาคม,2568-08-31-111-11-12-25-40,2025-08-31,12:25:40,31/08/2025 12:25:40,111.0,,11.0,5.0,,,1.0,,16.57829167,102.109925,ID-111,0.0,,,0.0
ร้านรุ่งเรืองการค้า,100324.0,9.0,280.0,245.0,525.0,525.0,0.0,245.0,0.0,0.0,245.0,0.0,0.0,0.0,รับเงินสด,0,จ่ายค้างเก่า,,อาคม,2568-08-31-111-11-12-45-56,2025-08-31,12:45:56,31/08/2025 12:45:56,111.0,,11.0,8.0,,,1.0,,16.56012833,102.10400833,ID-111,0.0,,,0.0
ร้านลาบขมต้มแซ่บแม่ไล,102047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-31-111-11-12-55-40,2025-08-31,12:55:39,31/08/2025 12:55:39,111.0,,11.0,,,,,,16.55613833,102.10861667,ID-111,0.0,,,0.0
ร้านบ้านพี่นนท์,100275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-31-111-11-12-55-47,2025-08-31,12:55:47,31/08/2025 12:55:47,111.0,,11.0,,,,,,16.55615833,102.10860167,ID-111,0.0,,,0.0
ร้านกาแฟแม่เจี๊ยบ,100288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-31-111-11-13-13-38,2025-08-31,13:13:38,31/08/2025 13:13:38,111.0,,11.0,,,,,,16.54282,102.10932,ID-111,0.0,,,0.0
ร้านนัมเบอร์วัน บาร์,100325.0,1.0,35.0,70.0,105.0,105.0,0.0,70.0,0.0,0.0,70.0,0.0,0.0,0.0,รับเงินสด,0,จ่ายค้างเก่า,,อาคม,2568-08-31-111-11-13-21-57,2025-08-31,13:21:57,31/08/2025 13:21:57,111.0,,11.0,,,1.0,,,16.54272833,102.10928667,ID-111,0.0,,,0.0
ร้านสุขสันต์เกล็ดหิมะ,100387.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,,,ไม่ซื้อ,,อาคม,2568-08-31-111-11-13-24-09,2025-08-31,13:24:10,31/08/2025 13:24:10,111.0,,11.0,,,,,,16.54264667,102.10938,ID-111,0.0,,,0.0
ร้านชำตายาย ,100273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-31-111-11-13-24-23,2025-08-31,13:24:23,31/08/2025 13:24:23,111.0,,11.0,,,,,,16.54264667,102.10938,ID-111,0.0,,,0.0
ร้านกล้วยทอดคุณยาย,100309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-31-111-11-13-24-41,2025-08-31,13:24:42,31/08/2025 13:24:42,111.0,,11.0,,,,,,16.54264667,102.10938,ID-111,0.0,,,0.0
อู่ญาเซอร์วิส,100316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-31-111-11-13-24-59,2025-08-31,13:24:59,31/08/2025 13:24:59,111.0,,11.0,,,,,,16.54264667,102.10938,ID-111,0.0,,,0.0
ร้านโปรด,100323.0,3.0,105.0,0.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-13-39-13,2025-08-31,13:39:13,31/08/2025 13:39:13,111.0,,11.0,3.0,,,,,16.550805,102.10100333,ID-111,0.0,,,0.0
ร้านต้นขนุน,101947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-31-111-11-13-41-10,2025-08-31,13:41:10,31/08/2025 13:41:10,111.0,,11.0,,,,,,16.55079167,102.10094833,ID-111,0.0,,,0.0
ร้านครัวข้าวหอม,101593.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-31-111-11-15-58-26,2025-08-31,15:58:26,31/08/2025 15:58:26,111.0,,11.0,1.0,,,,,16.52564667,102.06794167,ID-111,0.0,,,0.0
ร้านมาวินชานมไข่มุก,101970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-01-111-11-05-28-30,2025-09-01,05:28:30,01/09/2025 05:28:30,111.0,,11.0,,,,,,16.54903667,102.10421333,ID-111,0.0,,,0.0
ร้านพรนี,100379.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-05-35-38,2025-09-01,05:35:38,01/09/2025 05:35:38,111.0,,11.0,1.0,,,,,16.549075,102.10225833,ID-111,0.0,,,0.0
ร้านลาบป.7,100257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-01-111-11-05-42-47,2025-09-01,05:42:47,01/09/2025 05:42:47,111.0,,11.0,,,,,,16.5758,102.108535,ID-111,0.0,,,0.0
ร้านเขียงปลาแม่หน่อย,100258.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-05-56-28,2025-09-01,05:56:27,01/09/2025 05:56:27,111.0,,11.0,,,,1.0,,16.57721167,102.08981333,ID-111,0.0,,,0.0
ร้านพ่อสักกับข้าวเย็น,100259.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-06-05-22,2025-09-01,06:05:21,01/09/2025 06:05:21,111.0,,11.0,,,,1.0,,16.578475,102.08883833,ID-111,0.0,,,0.0
ร้านไก่ต้มน้ำปลาแม่สมรักษ์,100261.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-06-05-36,2025-09-01,06:05:36,01/09/2025 06:05:36,111.0,,11.0,,,,1.0,,16.578475,102.08883833,ID-111,-1.0,,,-1.0
ร้านสลัดผักผลไม้พี่แต๊ก,100260.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-06-05-50,2025-09-01,06:05:50,01/09/2025 06:05:50,111.0,,11.0,,,,2.0,,16.578475,102.08883833,ID-111,-2.0,,,-2.0
ร้านแม่ติ๋มลาบเป็ด,100262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ไม่ซื้อ,,อาคม,2025-09-01-111-11-06-07-38,2025-09-01,06:07:38,01/09/2025 06:07:38,111.0,,11.0,,,,,,16.57821833,102.08906333,ID-111,0.0,,,0.0
ชุมแพสนุกเกอร์ 2,101871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,L-,ไม่ซื้อ,,อาคม,2025-09-01-111-11-06-08-06,2025-09-01,06:08:06,01/09/2025 06:08:06,111.0,,11.0,,,,,,16.57822,102.08973,ID-111,0.0,,,0.0
ร้านของชำสบายดี,100263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,น้ำแข็งเหลือ,,อาคม,2025-09-01-111-11-06-15-59,2025-09-01,06:15:59,01/09/2025 06:15:59,111.0,,11.0,,,,,,16.57831833,102.109365,ID-111,0.0,,,0.0
ร้านผลไม้พี่น้ำ,100265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ไม่ซื้อ,,อาคม,2025-09-01-111-11-06-19-43,2025-09-01,06:19:43,01/09/2025 06:19:43,111.0,,11.0,,,,,,16.57520167,102.11016,ID-111,0.0,,,0.0
ร้านพรทิพย์ชานมไข่มุก,102002.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-06-23-01,2025-09-01,06:23:01,01/09/2025 06:23:01,111.0,,11.0,,,,,1.0,16.57456167,102.10989333,ID-111,0.0,,,0.0
ร้านราชาหมูกระทะ&หอยแครง,100266.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-06-37-49,2025-09-01,06:37:49,01/09/2025 06:37:49,111.0,,11.0,1.0,,,1.0,,16.57560667,102.11155667,ID-111,2.0,,,2.0
ร้านดอกไม้พี่ดาว,101534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ไม่ซื้อ,,อาคม,2025-09-01-111-11-06-42-40,2025-09-01,06:42:40,01/09/2025 06:42:40,111.0,,11.0,,,,,,16.57118833,102.10869667,ID-111,0.0,,,0.0
ร้านชาไข่มุกบ้านสุขสมบูรณ์  ,100268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-01-111-11-06-53-12,2025-09-01,06:53:12,01/09/2025 06:53:12,111.0,,11.0,,,,,,16.57028333,102.11194,ID-111,0.0,,,0.0
ร้านก๋วยเตี๋ยวหมูแม่อ๊อด,100269.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-06-53-28,2025-09-01,06:53:28,01/09/2025 06:53:28,111.0,,11.0,1.0,,,,,16.57028333,102.11194,ID-111,0.0,,,0.0
ร้านของชำแม่บุญนำ,100270.0,3.0,90.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-07-04-38,2025-09-01,07:04:38,01/09/2025 07:04:38,111.0,,11.0,1.0,1.0,,1.0,,16.572305,102.11852333,ID-111,0.0,,,0.0
ร้านTPหม่าล่าพี่หนิง,100271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ไม่ซื้อ,,อาคม,2025-09-01-111-11-07-14-05,2025-09-01,07:14:05,01/09/2025 07:14:05,111.0,,11.0,,,,,,16.56563,102.11011167,ID-111,0.0,,,0.0
ร้านส้มตำไก่ย่างแม่ตุ่ม,100272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ไม่ซื้อ,,อาคม,2025-09-01-111-11-07-17-45,2025-09-01,07:17:45,01/09/2025 07:17:45,111.0,,11.0,,,,,,16.56027167,102.11186,ID-111,0.0,,,0.0
ร้านบ้านพี่นนท์,100275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ไม่ซื้อ,,อาคม,2025-09-01-111-11-07-26-32,2025-09-01,07:26:32,01/09/2025 07:26:32,111.0,,11.0,,,,,,16.55613833,102.10867167,ID-111,0.0,,,0.0
ร้านชำตายาย ,100273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,L-,ไม่ซื้อ,,อาคม,2025-09-01-111-11-07-26-50,2025-09-01,07:26:50,01/09/2025 07:26:50,111.0,,11.0,,,,,,16.555825,102.10860667,ID-111,0.0,,,0.0
ร้านของชำแม่ทองมา,100277.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-07-54-58,2025-09-01,07:54:58,01/09/2025 07:54:58,111.0,,11.0,2.0,,,,,16.55475167,102.10642667,ID-111,0.0,,,0.0
ร้านอยู่เย็นคาเฟ่​,101851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ไม่ซื้อ,,อาคม,2025-09-01-111-11-08-10-19,2025-09-01,08:10:19,01/09/2025 08:10:19,111.0,,11.0,,,,,,16.55202,102.108305,ID-111,0.0,,,0.0
ร้านไก่ย่างบิ๊กตู่,100278.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-08-26-19,2025-09-01,08:26:19,01/09/2025 08:26:19,111.0,,11.0,,,,1.0,,16.55008,102.11193167,ID-111,0.0,,,0.0
ร้านก๋วยเตี๋ยวยายพัด,100279.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-08-30-38,2025-09-01,08:30:38,01/09/2025 08:30:38,111.0,,11.0,1.0,,,1.0,,16.54954,102.11187333,ID-111,0.0,,,0.0
ร้านถูกดี นำโชค,100280.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-08-30-56,2025-09-01,08:30:56,01/09/2025 08:30:56,111.0,,11.0,1.0,,,,,16.54954,102.11187333,ID-111,0.0,,,0.0
ร้านของชำตาแดง,100281.0,6.0,150.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-08-40-31,2025-09-01,08:40:30,01/09/2025 08:40:30,111.0,,11.0,6.0,,,,,16.54883,102.11184333,ID-111,0.0,,,0.0
ร้านครัวข้าวหอม,101593.0,3.0,105.0,0.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-09-00-13,2025-09-01,09:00:12,01/09/2025 09:00:12,111.0,,11.0,,,,,3.0,16.54601833,102.11096333,ID-111,0.0,,,0.0
ร้านต้มยำไข่หวาน สระบุรี,100284.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-09-09-03,2025-09-01,09:09:03,01/09/2025 09:09:03,111.0,,11.0,,,2.0,,,16.54503667,102.11043333,ID-111,0.0,,,0.0
ร้านก๋วยจั๊บอุบลห้องแอร์,100283.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,L-0,0,,อาคม,2025-09-01-111-11-09-09-39,2025-09-01,09:09:39,01/09/2025 09:09:39,111.0,,11.0,,,1.0,,,16.54503667,102.11043333,ID-111,0.0,,,0.0
ร้านตำตุ๊ปุ๊,100287.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-09-23-19,2025-09-01,09:23:19,01/09/2025 09:23:19,111.0,,11.0,,,,2.0,,16.54291167,102.10940167,ID-111,0.0,,,0.0
ร้านนานาอาหารป่า,100294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-01-111-11-09-31-25,2025-09-01,09:31:25,01/09/2025 09:31:25,111.0,,11.0,,,,,,16.535425,102.11118167,ID-111,0.0,,,0.0
ร้านสบายๆข้าวแกง,100293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-01-111-11-09-31-38,2025-09-01,09:31:39,01/09/2025 09:31:39,111.0,,11.0,,,,,,16.53535333,102.11178833,ID-111,0.0,,,0.0
ร้านเขียงหมูเจ๊หนิง,100292.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-09-35-36,2025-09-01,09:35:36,01/09/2025 09:35:36,111.0,,11.0,,,,1.0,,16.53366333,102.11505167,ID-111,0.0,,,0.0
ร้านโดนใจ ศิริจรรยา มินิมาร์ท,100291.0,12.0,300.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,โอนจ่ายต่อหน้า,G-0,0,,อาคม,2025-09-01-111-11-09-50-12,2025-09-01,09:50:12,01/09/2025 09:50:12,111.0,,11.0,12.0,,,,,16.53275,102.11444,ID-111,0.0,,,0.0
ร้านข้าวแกงเจ๊แต๋ว,100295.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-10-00-29,2025-09-01,10:00:29,01/09/2025 10:00:29,111.0,,11.0,,,,1.0,,16.53667333,102.11291833,ID-111,0.0,,,0.0
ร้านJJของชำ,100296.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-10-00-41,2025-09-01,10:00:41,01/09/2025 10:00:41,111.0,,11.0,1.0,,,,,16.536685,102.11291667,ID-111,0.0,,,0.0
ร้านตามสั่งครัวคุณยาย,100297.0,2.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,60.0,0,G-ค้างจ่าย,0,,อาคม,2025-09-01-111-11-10-06-10,2025-09-01,10:06:10,01/09/2025 10:06:10,111.0,,11.0,1.0,,1.0,,,16.53788667,102.11307167,ID-111,0.0,,,0.0
ร้านของชำแม่ทองหยาด,100299.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-10-10-30,2025-09-01,10:10:29,01/09/2025 10:10:29,111.0,,11.0,1.0,,,,,16.53787,102.11268667,ID-111,0.0,,,0.0
ร้านลูกชิ้นทอดแม่สุ,100298.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-10-10-40,2025-09-01,10:10:40,01/09/2025 10:10:40,111.0,,11.0,,,,1.0,,16.53787,102.11268667,ID-111,0.0,,,0.0
ร้านหมาล่าแลนมาค,100488.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-10-25-00,2025-09-01,10:25:00,01/09/2025 10:25:00,111.0,,11.0,,,,1.0,,16.54034333,102.11385833,ID-111,0.0,,,0.0
ร้านของชำแม่สุธิ,100301.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-10-31-03,2025-09-01,10:31:03,01/09/2025 10:31:03,111.0,,11.0,1.0,,,,,16.54321833,102.11523167,ID-111,0.0,,,0.0
ร้านลูกชิ้นพี่ตุ๊ก,101962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-01-111-11-10-40-09,2025-09-01,10:40:10,01/09/2025 10:40:10,111.0,,11.0,,,,,,16.54635333,102.10977833,ID-111,0.0,,,0.0
ร้านห้องเสื้ออาภรณ์,100302.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-10-46-22,2025-09-01,10:46:22,01/09/2025 10:46:22,111.0,,11.0,,,,1.0,,16.54535333,102.10921,ID-111,0.0,,,0.0
ร้านเท็นโน ชาบู,100303.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-10-46-36,2025-09-01,10:46:36,01/09/2025 10:46:36,111.0,,11.0,1.0,,,1.0,,16.54535333,102.10921,ID-111,0.0,,,0.0
ร้านไอศครีมกะทิสด,102194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-01-111-11-10-51-32,2025-09-01,10:51:32,01/09/2025 10:51:32,111.0,,11.0,,,,,,16.54727833,102.10871833,ID-111,0.0,,,0.0
ร้านกาแฟหน้าบ้าน,100282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ไม่ซื้อ,,อาคม,2025-09-01-111-11-10-51-39,2025-09-01,10:51:38,01/09/2025 10:51:38,111.0,,11.0,,,,,,16.54727833,102.10871833,ID-111,0.0,,,0.0
ร้านของชำแม่น้อย,100305.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-01-111-11-11-00-36,2025-09-01,11:00:36,01/09/2025 11:00:36,111.0,,11.0,2.0,,,,,16.548835,102.10885833,ID-111,0.0,,,0.0
